ð ə; the
k ˌ æ ɹ ə s ˈ ɛ l; carousel
k ə m p ˈ aɪ l; compile
h ˈ ɛ n; hen
ˈ ɪ n z; inns ins
s ˈ ʌ l f ə; sulphur
b ˈ æ ʃ; bash
ˈ ɪ z l ɪ ŋ t ə n; islington
əʊ l d f ˈ æ ʃ ə n d; old-fashioned
s ˈ ʌ m ə n; summon
ʃ ˈ aʊ t ɪ d; shouted
g ˈ ɔː l; gall
t ɛ m t ˈ eɪ ʃ ə n; temptation
d aɪ z; dyes
w ˈ ʌ ɹ i z; worries
k ˈ ɑː p ɪ t s; carpets
w ˈ aɪ ɹ ɪ ŋ; wiring
g ˈ ɪ l ɪ ŋ ə m; gillingham
k əʊ ˈ ɪ n s ɪ d ɪ n s; coincidence
l ˈ əʊ ð ɪə n; lothian
ˈ æ n dʒ i; angie
p ˈ iː n ˌ ʌ t s; peanuts
j ˈ ʌ ŋ s t ə z; youngsters
d ˈ aʊ n w ə d z; downwards
g l ˈ æ m ə; glamour
s m ˈ əʊ k i; smoky
s w ˈ ɒ p t; swapped
ə b ˈ ɪ s; abyss
f ˈ ʊ t w ˌ ɛə; footwear
ɹ ɪ p ˈ eɪ; repay
ˈ iː θ ˈ ɒ s; ethos
h ˈ iː p; heap
s l ˈ ɑː n t; slant
s p ˈ uː n; spoon
ə n ˈ ɒ m ə l i; anomaly
s k ˈ ɛə ɹ i; scary
b ˈ ɒ k s t; boxed
s t ˈ ɜː; stir
f ˈ ɔː z; fours
l ˈ æ m b ə θ; lambeth
k ˈ eɪ t ə z; caters
s p ˈ ɛ ʃ ə l ˌ aɪ z; specialise specialize
dʒ ˈ iː; gee
n ˈ ɪə ɹ ə; nearer
ɹ iː ɹ ˈ aɪ t; rewrite
d ˈ ɒ m ɪ n ˈ əʊ; domino
l ɪ s ˈ uː t ʊ; lesotho
h ˈ ɑː d w ˌ ʊ d; hardwood
s ɪ k ɹ ˈ iː ʃ ə n; secretion
p ˈ ɪ t i; pity
w ˌ ɒ t s əʊ ˈ ɛ v ə; whatsoever
ɪ n l ˈ ɑː dʒ m ə n t; enlargement
f ˈ ʌ ŋ k i; funky
p ɹ æ g m ˈ æ t ɪ k; pragmatic
f ˈ ɔː l k ɜː k; falkirk
ɪ n s p ˈ ɛ k t; inspect
l ˈ ɛ z b ɪə n z; lesbians
m ˈ eɪ n ɪə; mania
ə k ˈ ɔː d z; accords
w ˈ ɛ l d; weld
ʌ n l ˈ ɒ k; unlock
n ˌ aɪ n t iː n θ s ˈ ɛ n tʃ ə ɹ i; nineteenth-century
s p ˈ ɔɪ l d; spoiled
ˌ ɪ n t ə ɹ ˈ ʌ p t; interrupt
g l ˈ ɪ m p s; glimpse
l ˈ ɒ g d; logged
s ˈ əʊ b ə; sober
d ɪ f ˈ ɪ ʃ ə n t; deficient
ˈ ɔː f ə l; awful
s ˈ æ d l i; sadly
j ˈ uː n j ə n ɪ s t s; unionists
d ˈ ɪ s k ˌ aʊ n t ɪ d; discounted
t ˈ iː ʃ ɜː t s; t-shirts
h ˌ ɛ d k w ˈ ɔː t ə; headquarter
ˈ ɪ n s t ɪ ŋ k t; instinct
s ˈ ɪ m p t ə m; symptom
k ə n ˈ ɛ k t ə z; connectors
d ˈ æ m d; damned
n ˈ əʊ t b ˌ ʊ k; notebook
p ɹ ˌ ɒ f ɪ t ə b ˈ ɪ l ɪ t i; profitability
dʒ ˈ ɛ l i; jelly
s t ˈ əʊ v; stove
f ˈ ɪ z ɪ s ɪ s t s; physicists
æ n t ˈ iː k s; antiques
k ə m p l ˈ aɪ ə n t; compliant
b ˈ əʊ n i; bony
p ˈ ɑː l ə; parlor parlour
ʃ ˈ ɛ l v z; shelves
k w əʊ t ˈ eɪ ʃ ə n z; quotations
æ n d ˈ ɔː ɹ ə; andorra
p ɹ ə f ˈ aʊ n d l i; profoundly
ɹ ˈ ɛ s ə l; wrestle
b ɹ ˈ əʊ k ə z; brokers
ɹ ˈ ʊ k; rook
ə l ˈ ɪ m p ə s; olympus
s l ˈ aʊ; slough
ˈ ɒ k s; ox
t ˈ əʊ k ə n z; tokens
tʃ ˈ ɑː n t ɪ ŋ; chanting
k ə m p l ˈ eɪ n; complain
ˈ æ p ɪ t ˌ aɪ t; appetite
k ˈ əʊ d ˌ æ k; kodak
ˈ ɪ n k w ˌ ɛ s t; inquest
ə l ˈ ɜː dʒ ɪ k; allergic
ˈ ɪ n f əʊ; info
ˈ ɔː ɹ ə; aura
n j ˈ uː d ɪ t i; nudity
b ˈ ɪ ŋ g əʊ; bingo
θ ˈ aɪ; thigh
ˈ iː v z; eaves
ɪ m b ˈ æ ɹ ə s t; embarrassed
ʌ n k ˈ ʌ v ə; uncover
ʃ ˈ eɪ k ɪ ŋ; shaking
k ˈ æ s i; cassie
k ˈ ʊ k s; cooks
ʌ p d ˈ eɪ t ɪ ŋ; updating
s ˈ ɛ l f ɪ ʃ; selfish
ˈ ɒ p t ɪ m ˌ ɪ z ə m; optimism
v ˈ ɒ k s h ˌ ɔː l; vauxhall
n j ˈ ʊə ɹ ɒ n; neuron neurone
n ˈ ɪ t; knit nit
l æ t ˈ iː n ə; latina
m ˈ eɪ l ɪ ŋ; mailing
j ˈ ɑː n; yarn
s ˈ aɪ k əʊ; psycho
k ə ɹ ˈ ɪ k j ʊ l ə; curricula
k ˈ əʊ l d ə; colder
g ˈ eɪ z; gays gaze
ɹ ɪ k ˈ ɔː d ə z; recorders
ˈ æ d v ə t ˌ aɪ z ə z; advertisers
p l ˈ uː m; plume
d ˈ ɛ k ə ɹ ˌ eɪ t; decorate
ˈ eɪ p; ape
ˈ ɛ ɹ ɪ k s ə n; ericsson
k ˈ ɜː l i; curly
ˈ ɔː k ʃ ə n z; auctions
ɪ g z ˈ ɜː t; exert
ɹ ˈ aɪ p; ripe
ɹ ˈ ɪ p t; ripped
ˈ ɔː d iː l; ordeal
ˈ æ dʒ aɪ l; agile
ɪ m b ɹ ˈ ɔɪ l d; embroiled
s k w ˈ ɛə d; squared
k ˈ ɪ l n; kiln
n ˈ ɔɪ z ɪ z; noises
f ˈ uː l z; fools
b ˈ ʌ m p; bump
ɹ ˈ iː h ˌ æ b; rehab
p ˈ æ k ɑː d; packard
ɪ n f ˈ ɛ k t; infect
h ˈ ɛ v ə n z; heavens
s n ˈ æ p t; snapped
b ˈ ɪ tʃ; bitch
v ˈ ɛ s t; vest
h ˈ ɛ ɹ ɪ f ə d ʃ ə; herefordshire
p ˈ iː n ˌ ʌ t; peanut
ə d ˈ ɛ p t; adept
t ˈ iː ʃ ɜː t; t-shirt
ˈ ʌ p l ˌ ɪ f t; uplift
ə m; 'em 'm um
n ˈ ɒ d; nod
m ˈ iː d ɪ ˌ eɪ t; mediate
s ə b l ˈ aɪ m; sublime
k w ˈ eɪ k; quake
əʊ v ˈ ɜː t; overt
k ə n f ˈ ɜː; confer
s t ˈ ɛ ɹ ɪə t ˌ aɪ p; stereotype
s w ˈ ɔː m; swarm
t ˈ ɔː s əʊ; torso
t ɹ ˈ æ n s k ɹ ˌ ɪ p t s; transcripts
v ˈ ɪ k i; vicki vicky
k ˈ æ b ɪ dʒ; cabbage
k ˈ aʊ ə d; coward
w ˈ iː d z; weeds
ɹ ˈ iː s ɛ s; recess
s ˈ ʌ b t ˌ aɪ t ə l z; subtitles
m ˈ æ g; mag
d ɪ s k ˈ ʌ m f ə t; discomfort
f l ˈ eɪ m ɪ ŋ; flaming
ə m j ˈ uː z ɪ ŋ; amusing
m ˈ ɜː z ɪ s ˌ aɪ d; merseyside
s ˈ ɪ m p l ɪ f ˌ aɪ; simplify
h ˈ aʊ s w ˌ aɪ f; housewife
b l ˈ æ k b ə ɹ i; blackberry
h ˈ aʊ s w ˌ aɪ v z; housewives
p ɹ ˈ ɒ p ə g ˌ eɪ t ɪ d; propagated
p ˈ eɪ s t ɹ i; pastry
ˈ ɑː m ə n d; almond
ʃ ˈ ʊ k; shook
m ˈ ɪ z ɹ ə b ə l; miserable
s ˈ ɛ l b i; selby
p ˈ ɪ v ə t; pivot
ɪ v ˈ əʊ k; evoke
d ɹ ˈ æ ŋ k; drank
s w ˈ ɔː; swore
v ˈ ʌ l g ə; vulgar
k ə n d ˈ ɛ m; condemn
m ˈ ɛ d ɪ k ˌ eɪ d; medicaid
ɹ ˈ uː z; ruse
ɪ n h ˈ ɑː n s m ə n t s; enhancements
k w ˈ ɪə ɹ i z; queries
m ˌ iː t ɪə ɹ ˈ ɒ l ə dʒ i; meteorology
l ˈ æ d; lad
w ˈ ɪ n d i; windy
s k ˈ iː m ə; schema
ʃ ˈ eɪ k ə n; shaken
w ˈ aɪ l d l i; wildly
ˌ ɪ n t j ˈ uː ˈ ɪ t ɪ v; intuitive
t ˈ ʌ k; tuck
f ɹ ˈ eɪ; fray
b ɪ k ˈ iː n i; bikini
n ˈ aɪ l ˌ ɒ n; nylon
t ˈ æ g d; tagged
s t ˈ ʌ m p; stump
ɹ ˈ æ ʃ; rash
ˈ əʊ b əʊ; oboe
ˈ æ d v ə s ə ɹ i; adversary
f ˈ ɒ l i; folly
l ˈ æ b ə ɹ ɪ n θ; labyrinth
s t ɹ ˈ aɪ v; strive
ˈ ɪ g n ə ɹ ə n t; ignorant
p ɹ ˈ aɪ m ə; primer
ˌ ɪ n v ɪ t ˈ eɪ ʃ ə n z; invitations
l ˈ eɪ t l i; lately
z ˈ iː b ɹ ə; zebra
b l ˈ ɛ s; bless
ʌ n t ˈ aɪ t ə l d; untitled
ˈ æ n ɪ k d ˌ əʊ t s; anecdotes
l ˌ aɪ ə b ˈ ɪ l ɪ t i z; liabilities
m ˈ ʌ m i; mummy
dʒ ˈ ɒ k; jock
k əʊ ˈ ɪ n s ˌ aɪ d z; coincides
k ˈ ʊ k b ˌ ʊ k; cookbook
s ˈ ɜː k ə m s t ˌ ɑː n s; circumstance
ɹ ɪ m ˈ uː v ə b ə l; removable
f ˈ ʌ z i; fuzzy
ɪ n s ˈ ɪ s t; insist
ɹ ɪ l ˈ æ k s; relax
dʒ ˈ ɑː v ə s k ɹ ˌ ɪ p t; javascript
ɹ ˈ ɔː ɹ ɪ ŋ; roaring
s p ɹ ˈ iː; spree
d ˌ ɪ s ɹ ɪ g ˈ ɑː d; disregard
p ˈ ɔː ɹ ɪ ŋ; pouring
ʃ ˈ ʊ d ə n t; shouldn't
f ɹ ˈ eɪ g ɹ ə n s; fragrance
ˌ ɛ d ɪ t ˈ ɔː ɹ ɪə l z; editorials
b ˈ ɛ g ɪ ŋ; begging
s p ˈ ʌ n dʒ; sponge
p ˈ iː z; peas pees
ˈ ɑː k ˌ aɪ v d; archived
h ˈ ɛ dʒ h ˌ ɒ g; hedgehog
v ˈ ɪ n ɪ g ə; vinegar
p ˈ ɪ l əʊ; pillow
s w ˈ ɒ t; swat swot
b ˈ ʌ l dʒ; bulge
f ˈ ɜː m w ˌ ɛə; firmware
s t ˈ ɔː m i; stormy
s ˈ æ m b ə; samba
ɹ ˈ ɪ tʃ ɪ z; riches
ˈ æ d v ə t ˌ aɪ z; advertise
d ɪ s p ˈ əʊ z; dispose
h ˈ ɪ n d ə; hinder
f j ˈ uː ɪ s t; fewest
g l ˈ uː; glue
d ʌ m f ɹ ˈ iː s; dumfries
s l ˈ aɪ; sly
ˈ eɪ t i z; eighties
s k ˈ ɛə s l i; scarcely
b l ˈ uː t ˌ uː θ; bluetooth
ˈ iː b ˌ eɪ; ebay
f l ˈ ɒ k s; flocks
h ˈ uː p; hoop
k ˈ ʌ ɹ ə n s i z; currencies
s ˈ ɒ s ɪ dʒ; sausage
ə d v ˈ ɛ n tʃ ə ɹ ə z; adventurous
p ɹ ə v ˈ əʊ k; provoke
d ˈ ɪ z i; dizzy
tʃ ˈ ɪə z; cheers
s l ˈ ʌ m; slum
k ˈ ɛ t ə l; kettle
k ɹ ˈ ɔː l; crawl
b ˈ ɑː s t ə d; bastard
s p ɹ ˈ ʌ ŋ; sprung
ɪ m ˈ ɪ t; emit
n ˈ æ n i; nanny
tʃ ˈ ɪ l; chill
s ˈ ɪə ɹ ɪə l z; cereals
ɪ n k l ˈ aɪ n; incline
ɹ ɪ f ˈ ɛ ɹ ə l; referral
d ˈ ɛ d ɪ k eɪ t; dedicate
m ə s ˈ ɑː ʒ; massage
ˈ iː s t b ˌ ɔː n; eastbourne
s k ɹ ˈ iː m z; screams
k ˈ ʊ k i z; cookies
p ˈ ɔː l z i; palsy
k j ˈ uː t; cute
ɪ k w ˈ ɪ p; equip
l ˈ æ k s; lax
g ˈ ɔː dʒ ə s; gorgeous
v ˈ æ t; vat
s m ˈ aɪ l ɪ ŋ; smiling
g ˈ ʌ l i; gully
b ˈ ɑː b ɪ k j ˌ uː; barbecue
b ɹ ˈ ɪ t n i; britney
f ˈ ɒ ɹ eɪ; foray
w ˈ ɛə ɹ i; wary
p ˈ əʊ s k ˌ ɑː d z; postcards
t ˈ ɔː t ə s; tortoise
b ˈ ɒ t ə m z; bottoms
ˈ ɑː z; ars
s ˈ ɪ l t; silt
ə p ɹ ˈ eɪ z ə l; appraisal
p l ˈ iː z ɪ ŋ; pleasing
n ˈ iː d i; needy
l ˈ ʌ f b ɹ ə; loughborough
f l ˈ ɒ p i; floppy
m ˈ ɔː l t; malt
ˌ æ m f ɪ θ ˈ ɪə t ə; amphitheater
ə d ˈ æ p t ə; adapter
ɹ ˈ uː m ˌ eɪ t; roommate
ɪ ɹ ɪ s p ˈ ɛ k t ɪ v; irrespective
m ˈ ɪ d ə l eɪ dʒ d; middle-aged
k ˈ ɑː t ɪ l ɪ dʒ; cartilage
m ɪ l ˈ ɛ n ɪə; millennia
s p ˈ uː f; spoof
ə p l ˈ ɔː z; applause
t w ˈ iː d; tweed
ɹ ˈ eɪ d ɪ ˌ eɪ t ə; radiator
b ˈ ɑː k ɪ ŋ; barking
t ˈ ɛ ɹ ɪ f ˌ aɪ d; terrified
p ˈ ʌ p i; puppy
t ˈ aɪ p ɪ ŋ; typing
v ˈ ɜː t ɪ g ˌ əʊ; vertigo
p l ˈ eɪ l ˌ ɪ s t; playlist
w ˈ ʊ d b i; would-be
f l ˈ ɛ k s; flex
m ˈ eɪ h ɛ m; mayhem
h ˈ ɛ d l ˌ aɪ t s; headlights
f ˈ ɔː t eɪ; forte
t ɹ ˈ eɪ d m ˌ ɑː k s; trademarks
tʃ ˈ iː t; cheat
m ˈ ɛ d; med
s ˈ æ f aɪ ə; sapphire
ˈ æ k w ə; aqua
h ˈ əʊ p f ə l; hopeful
ɪ n d ˈ ɪ f ɹ ə n t; indifferent
l ˈ ɪ k; lick
ə w ˈ eɪ t; await
ɪ n v ˈ æ l j ʊ b ə l; invaluable
k ˌ ɒ n ʃ ɪ ˈ ɛ n ʃ ə s; conscientious
t ˈ əʊ s t; toast
k ˈ uː g ə; cougar
ə s t ˈ ɒ n ɪ ʃ ɪ ŋ; astonishing
t ˈ ɒ n ɪ k; tonic
ˈ iː l ɪ ŋ; ealing
p j ˈ uː m ə; puma
b ɹ ˈ uː m; broom
ˈ ɪ n t ə v j ˌ uː ə; interviewer
ˈ æ n t ɪ k s; antics
p ɹ ˈ ɒ m; prom
ə p l ˈ aɪ ə n s; appliance
g ɹ ˈ ɔɪ n; groin
f ˈ eɪ b ə l; fable
h ˈ ɛ d ˌ eɪ k; headache
ɹ ˈ æ g; rag
f ˈ əʊ k s; folks
n ˈ æ z d æ k; nasdaq
ˈ ɛ k s ɜː p t; excerpt
f ə g ˈ ɒ t; forgot
ʌ n t ˈ ʌ tʃ t; untouched
s ˈ aɪ d ə; cider
p ˈ ɛ n z; pens
b l ˈ iː k; bleak
ɪ n k ˈ əʊ d; encode
f ɹ ˈ æ k ʃ ə n z; fractions
p ɹ ˈ æ ŋ k; prank
s ˈ aɪ d w ˌ eɪ z; sideways
d w ˈ ɔː f s; dwarfs
d j ˈ uː z; dues
tʃ ˈ uː; chew
m ˈ æ k ɹ əʊ; macro
w ˈ eɪ v i; wavy
ˈ eɪ k ɔː n; acorn
k ˈ æ ɹ ɪ b ˌ uː; caribou
d ˈ ɪ m; dim
h ˈ əʊ p f ə l i; hopefully
f ˈ aɪ b ə z; fibres
ð ˌ ɛə ɹ ˈ ɪ n; therein
p ˈ iː; pea pee
f l ˈ ɔː ɹ ɪ ŋ; flooring
d ɪ s t ɹ ˈ æ k t; distract
f l ˈ æ p; flap
p ˈ æ n t ə m ˌ aɪ m; pantomime
h ˈ eɪ l i; hayley
h ˈ aɪ v; hive
ʃ ˈ æ k; shack
j əʊ s ˈ ɛ m ɪ t i; yosemite
m ˈ eɪ s; mace
m ˈ æ θ s; maths
ˌ aʊ t ɹ ˈ eɪ dʒ ə s; outrageous
m ˈ ɪ dʒ ɪ t; midget
f ˈ ɒ ɹ ɪ n ə; foreigner
w ˈ ɔː l θ ə m; waltham
s n ˈ uː p; snoop
ɹ ˈ æ ŋ; rang wrang
s t ˈ eɪ n; stain
s t ˈ ɑː f ɪ ŋ; staffing
n ˈ ɪ t ɪ ŋ; knitting
w ˈ ɪ k; wick
l ˈ əʊ k ə s t; locust
t ə ɹ ˈ ɪ f ɪ k; terrific
v ə dʒ ˈ aɪ n ə; vagina
ʃ ˈ ʌ t ɪ ŋ; shutting
p ɹ ə dʒ ˈ ɛ k t ə; projector
k ə n d ˈ ʌ k ʃ ə n; conduction
s ə p ɹ ˈ aɪ z ɪ z; surprises
b ɹ ˈ iː f ɪ ŋ; briefing
s ˈ aɪ n ə s; sinus
p ɹ ɪ v ˈ eɪ l; prevail
h ˌ æ n m ˈ eɪ d; handmade
ˈ æ b z; abs
ˌ ɪ n s ɪ d ˈ ɛ n t l i; incidentally
l ˈ ɒ b s t ə; lobster
ʃ ˈ ɛ ɹ i; sherry
g ɹ ˈ ɑː; gras
p ˈ æ ɹ ə n ˌ ɔɪ d; paranoid
ə d h ˈ iː s ɪ v; adhesive
ɹ ˈ aʊ z; rouse
n ˈ aɪ n t i z; nineties
ˈ æ p t; apt
s ˈ ɛ n s ɪ b ə l; sensible
ˈ eɪ l ɪ ŋ; ailing
f ʊ l f ˈ ɪ l; fulfil
s ˈ ɪ n ɪ k ə l; cynical
h ˈ ɛ m p; hemp
v əʊ k ˈ eɪ ʃ ə n; vocation
l ˈ uː t; loot
d ˈ aɪ ə l ɒ g; dialog
g ˈ ɒ t ə; gotta
tʃ ˈ ɪə f ə l; cheerful
k ˌ ɒ m p ɹ ɪ h ˈ ɛ n ʃ ə n; comprehension
d ɪ s g ɹ ˈ eɪ s; disgrace
g l ˈ aɪ d; glide
v ˈ iː g ə n; vegan
w ˈ ɪ k i; wiki
m ˈ ɔː g ɪ dʒ ɪ z; mortgages
θ ɹ ˈ ɪ l; thrill
j ˈ uː n ɪ f ˌ aɪ; unify
dʒ ˈ ɛ t i; jetty
z ˈ iː l; zeal
t ˈ ɪ k; tic tick
ʃ ˈ ʌ f ə l; shuffle
θ ˈ ɜː z d i z; thursdays
b ɹ ˈ uː; brew
p ɹ ˈ ɒ p ə g ˌ eɪ t; propagate
tʃ ˈ ɒ p t; chopped
b ɹ ɪ t ˈ æ n ɪ k ə; britannica
ɹ ɪ p ˈ ɛ l; repel
f l ˈ æ ʃ ɪ ŋ; flashing
m ˈ ɑː t; mart
ˈ iː k əʊ; eco
k ˈ ɒ n t ʊə; contour
p ˈ ɛ l ɪ k ə n; pelican
ə l ˈ ɜː t s; alerts
d ˈ ɪ v ɪ d ˌ ɛ n d; dividend
k ˈ æ l ɪ n d ə z; calendars
f ˈ ɑː s; farce
s p ɹ ˈ æ ŋ; sprang
p ˈ əʊ l ɪ əʊ; polio
ɪ n t ˈ eɪ l z; entails
d ˈ əʊ l; dole
ˈ ʌ n d ə w ˌ ɛə; underwear
ˈ æ s k i; ascii
b ɹ ˈ aʊ z ə z; browsers
p ˈ ɛ g; peg
d ɪ m ˈ ɪ n ɪ ʃ; diminish
k ˌ æ l ɪ b ɹ ˈ eɪ ʃ ə n; calibration
v ˈ ɒ d k ə; vodka
h ˈ aɪ n ɪ s; highness
b ˈ ɪ t ə l i; bitterly
d ˈ ɪ v ɪ d ˌ ɛ n d z; dividends
s ˈ aɪ ɹ ə n; siren
d ˈ ʌ ŋ; dung
p j ˈ uː; pew
v ˈ ɪ dʒ ɪ l; vigil
b ˈ aʊ ə l; bowel
dʒ ˈ ɛ m ə; gemma
p ˈ ʌ m p k ɪ n; pumpkin
ɪ n d ˈ ɪ f ɹ ə n s; indifference
ʃ æ m; sham
f ˈ ɔː t n ˌ aɪ t; fortnight
əʊ v ə l ˈ ʊ k; overlook
s ˈ uː v ə n ˌ ɪə; souvenir
p l ˈ iː d; plead
s ɪ k ˈ ɒ n d ɪ d; seconded
n ˌ ɪ k ə s ˈ ɪə; nicosia
h ˈ ɒ b i z; hobbies
k ɹ ˈ aɪ d; cried
s p ˈ æ m; spam
ɪ m b ˈ æ l ə n s; imbalance
b ˈ uː l ɪə n; boolean
s k w ˈ iː z; squeeze
ˌ ɛə ɹ ə p l ˈ eɪ n; aeroplane
h ˈ aɪ p; hype
m ˈ əʊ l ə; molar
k l ˈ aʊ d i; cloudy
k æ n t ˈ iː n; canteen
ɹ ˈ aʊ t; rout
l ˈ eɪ t ˌ ɛ k s; latex
s l ˈ iː p s; sleeps
h ˈ əʊ p l ɪ s; hopeless
n ˈ uː d ə l z; noodles
ə k ɹ ˈ ɪ l ɪ k; acrylic
ˈ ɪ d ɪə m; idiom
tʃ ˈ uː ɪ ŋ; chewing
ˈ æ n ə t ˌ eɪ t ɪ d; annotated
ˌ əʊ k ˈ eɪ; okay
ə t ˈ eɪ n m ə n t; attainment
s k ˈ æ n ə; scanner
m ˈ ɪ k s ə; mixer
t ˈ eɪ m; tame
p ˈ aʊ ɪ s; powys
b j ˈ uː t; bute
t ˈ ɛ ɹ ɪə; terrier
s l ˈ ʌ m p; slump
ʃ ɹ ˈ uː; shrew
ɪ n ˈ ɜː t; inert
ɹ ˈ ɛ n t ə l z; rentals
d ˈ aʊ n s t ˌ ɛə z; downstairs
n ˈ iː t; neat
p ˈ ɒ d k ˌ ɑː s t s; podcasts
l ˈ ɛ m ə; lemma
tʃ ˈ ɑː m z; charms
g ˈ ʊ d n ɪ s; goodness
ˈ ʌ t m əʊ s t; utmost
ˈ ɒ p t ɪ m ˌ aɪ z; optimize
s w ˈ əʊ l ə n; swollen
ˈ ʌ p l ˌ əʊ d; upload
s m ˈ ɪ θ s; smiths
l ˈ ɛə; lair
k ˈ ʊ k uː; cuckoo
ˈ ɛ k s t ə s i; ecstasy
l ˈ æ g; lag
s t ˈ æ b; stab
p ˈ ɜː s ə n ə l ˌ aɪ z d; personalized
m ɑː k ˈ iː; marquee
ɹ ɪ v ˈ ɜː t; revert
b l ˈ æ ŋ k ɪ t s; blankets
ɪ n ʃ ˈ ɔː d; insured
ʌ n ˈ iː z i; uneasy
m ˈ ɛ t ə; meta
s l ˈ ɪ t; slit
ɹ ˈ iː p ɹ ɪ n t; reprint
ˈ ʌ t ə; utter
k ɹ ˈ æ ŋ k; crank
ɹ ɪ v ˈ aɪ z; revise
ˈ ɪ n t ɹ iː g; intrigue
s ə b s k ɹ ˈ aɪ b ə; subscriber
l ˈ æ n ə k ʃ ə; lanarkshire
g ɹ ˈ iː d i; greedy
d ɹ ˈ iː m d; dreamed
p ə l ˈ aɪ t; polite
s t ˈ ɪ k ɪ ŋ; sticking
ɹ ˈ æ p ɪ ŋ; wrapping
ˌ ɒ s ɪ l ˈ eɪ ʃ ə n; oscillation
l ˈ ɑː k; lark
p ˈ aɪ n ˌ æ p ə l; pineapple
h ˈ ɒ g; hog
ˈ æ l k ə m i; alchemy
ˈ æ d ɪ d ə s; adidas
f ˌ ʌ n d ə m ˈ ɛ n t ə l z; fundamentals
k ˈ ɒ k; cock
ɹ ˈ eɪ k; rake
s t ɹ ˈ æ p; strap
f ˈ ɔː m j ʊ l ˈ eɪ t; formulate
ˌ æ n ɪ s θ ˈ iː z ɪə; anaesthesia anesthesia
f ˈ ɔː f ɪ t; forfeit
ɪ n f ˈ ɔː m ə t ɪ v; informative
æ n s ˈ ɪ l ə ɹ i; ancillary
s w ˈ ɛ l; swell
tʃ ˈ ɛ v i; chevy
ˈ ɛ n v i; envy
ɪ n s ˈ ɛ n s; incense
s t ˈ ɒ k ɪ ŋ z; stockings
f ˈ uː; foo
n ˈ əʊ m; gnome
l ˈ ɛ n d ə z; lenders
f j ˈ uː t aɪ l; futile
ə k j ˈ uː z; accuse
s t ˈ æ n d b ˌ aɪ; standby
k ˈ əʊ m; comb
f ˈ uː l ɪ ʃ; foolish
h ˈ æ n d i; handy
ɹ ˈ iː p ɹ ɪ n t s; reprints
s l ˈ iː p i; sleepy
m ɪ s k ˈ æ ɹ ɪ dʒ; miscarriage
j ˈ ʌ ŋ s t ə; youngster
v ˌ ɪ dʒ ɪ l ˈ æ n t i; vigilante
h ˈ æ ɹ ə g ɪ t; harrogate
s ˈ ɪ n t ˌ æ k t ɪ k; syntactic
j ˈ æ m; yam
l ˈ ɒ f t i; lofty
h ɪ l ˈ ɛə ɹ ɪə s; hilarious
g ˈ ɔː b ə tʃ ˌ ɒ f; gorbachev
d ɪ t ˈ ɪə ɹ ɪə ɹ ˌ eɪ t; deteriorate
b ˈ ɑː θ ɹ ˌ uː m z; bathrooms
t ˈ ɛ l ɪ v ˌ ɪ ʒ ə n z; televisions
s k ɹ ˈ ɪ p t ɪ ŋ; scripting
s t ˈ ɜː d i; sturdy
f ˈ ɛ tʃ; fetch
t w ˈ iː t; tweet
h ˈ ɛ m ə ɹ ɪ dʒ; haemorrhage hemorrhage
ˈ ɒ ɹ ɪ n dʒ ɪ z; oranges
k ˈ ɒ p iː ɹ ˌ aɪ t ɪ d; copyrighted
ˌ aʊ t s ˈ ɔː s ɪ ŋ; outsourcing
f ˌ ɒ n ə l ˈ ɒ dʒ ɪ k ə l; phonological
s k ˈ æ n d; scanned
n j ˈ uː s ə n s; nuisance
p ˈ æ s t ə; pasta
tʃ ˈ ɑː; char
m ˈ ʌ ð ə ɹ ɪ n l ˌ ɔː; mother-in-law
ˌ æ s p ɪ ɹ ˈ eɪ ʃ ə n; aspiration
p l ˈ eɪ dʒ ə ɹ ˌ ɪ z ə m; plagiarism
k w ˌ ɛ s tʃ ə n ˈ ɛə; questionnaire
ɹ ˈ æ k s; racks
ˈ aɪ p ˌ ɒ d; ipod
s t ˈ aɪ l ɪ ʃ; stylish
s t ˈ ɪ tʃ; stitch
k ə n f ˈ aɪ n z; confines
m ə ɹ ˈ aɪ ə; mariah
t ˈ ɛ s k əʊ; tesco
g ˈ æ s t ɹ ɪ k; gastric
w ˈ eɪ v ə; waiver waver
s p ˌ ɛ ʃ ɪ ˈ æ l ɪ t i; speciality
ˈ ɛ b ə n i; ebony
j ˈ uː; ewe u yew
m ˈ æ k s iː n; maxine
w ˈ ɒ n d ə; wander
ə b ˈ əʊ d; abode
h ˈ ɛ l p ə; helper
s p ˈ aɪ s i; spicy
m ˈ iː k; meek
k ə ɹ ˈ ɪ z m ə; charisma
m ˈ aɪ l d l i; mildly
ə l ˈ ɒ t m ə n t; allotment
m ˈ eɪ n z; mains
k ˈ ɒ n t ˌ æ k t ɪ ŋ; contacting
ʃ ˈ eɪ v d; shaved
m ˈ əʊ d ɛ m; modem
ˈ ɒ l i; ollie
ˈ aʊ n s ɪ z; ounces
s w ˈ aɪ n; swine
ə ʃ ˈ eɪ m d; ashamed
f ɹ ʌ s t ɹ ˈ eɪ t ɪ ŋ; frustrating
n ˈ ɒ l ɪ dʒ ɪ b ə l; knowledgeable
f l ˈ ɪ k; flick
ˈ eɪ p ɹ ə n; apron
ɹ iː f ˈ ɪ t ɪ d; refitted
ɹ ˈ ʌ m p; rump
